cod_divipola,municipio,departamento,tipo,lon,lat
19450,MERCADERES,CAUCA,Municipio,-77.164319,1.789193
19455,MIRANDA,CAUCA,Municipio,-76.228722,3.254651
19473,MORALES,CAUCA,Municipio,-76.629106,2.754684
19513,PADILLA,CAUCA,Municipio,-76.313265,3.220984
19517,PÁEZ,CAUCA,Municipio,-75.970685,2.645724
19532,PATÍA,CAUCA,Municipio,-76.981075,2.115875
19533,PIAMONTE,CAUCA,Municipio,-76.327588,1.11754
19548,PIENDAMÓ - TUNÍA,CAUCA,Municipio,-76.528615,2.64228
19573,PUERTO TEJADA,CAUCA,Municipio,-76.417673,3.233254
19585,PURACÉ,CAUCA,Municipio,-76.496698,2.341507
19622,ROSAS,CAUCA,Municipio,-76.740336,2.260941
19693,SAN SEBASTIÁN,CAUCA,Municipio,-76.769467,1.838451
19698,SANTANDER DE QUILICHAO,CAUCA,Municipio,-76.485141,3.015008
19701,SANTA ROSA,CAUCA,Municipio,-76.573252,1.700916
19743,SILVIA,CAUCA,Municipio,-76.379753,2.611927
19760,SOTARÁ - PAISPAMBA,CAUCA,Municipio,-76.613365,2.253156
19780,SUÁREZ,CAUCA,Municipio,-76.69357,2.959785
19785,SUCRE,CAUCA,Municipio,-76.926279,2.038237
19807,TIMBÍO,CAUCA,Municipio,-76.684476,2.349686
19809,TIMBIQUÍ,CAUCA,Municipio,-77.667541,2.777312
19821,TORIBÍO,CAUCA,Municipio,-76.270284,2.953017
19824,TOTORÓ,CAUCA,Municipio,-76.403628,2.510252
19845,VILLA RICA,CAUCA,Municipio,-76.458025,3.17762
20001,VALLEDUPAR,CESAR,Municipio,-73.259398,10.460472
20011,AGUACHICA,CESAR,Municipio,-73.614027,8.306811
20013,AGUSTÍN CODAZZI,CESAR,Municipio,-73.238389,10.040454
20032,ASTREA,CESAR,Municipio,-73.975842,9.498062
20045,BECERRIL,CESAR,Municipio,-73.278707,9.704404
20060,BOSCONIA,CESAR,Municipio,-73.888761,9.975098
20175,CHIMICHAGUA,CESAR,Municipio,-73.813278,9.25875
20178,CHIRIGUANÁ,CESAR,Municipio,-73.599913,9.361058
20228,CURUMANÍ,CESAR,Municipio,-73.540843,9.201716
20238,EL COPEY,CESAR,Municipio,-73.962703,10.149883
20250,EL PASO,CESAR,Municipio,-73.742012,9.668461
20295,GAMARRA,CESAR,Municipio,-73.737558,8.324793
20310,GONZÁLEZ,CESAR,Municipio,-73.38004,8.389604
20383,LA GLORIA,CESAR,Municipio,-73.80321,8.619298
20400,LA JAGUA DE IBIRICO,CESAR,Municipio,-73.334143,9.563752
20443,MANAURE BALCÓN DEL CESAR,CESAR,Municipio,-73.029472,10.390776
20517,PAILITAS,CESAR,Municipio,-73.625825,8.959399
20550,PELAYA,CESAR,Municipio,-73.666735,8.689451
20570,PUEBLO BELLO,CESAR,Municipio,-73.586211,10.417321
20614,RÍO DE ORO,CESAR,Municipio,-73.386393,8.292292
20621,LA PAZ,CESAR,Municipio,-73.171365,10.387552
20710,SAN ALBERTO,CESAR,Municipio,-73.393889,7.76111
20750,SAN DIEGO,CESAR,Municipio,-73.181208,10.333039
20770,SAN MARTÍN,CESAR,Municipio,-73.510914,7.999855
20787,TAMALAMEQUE,CESAR,Municipio,-73.812172,8.861725
23001,MONTERÍA,CÓRDOBA,Municipio,-75.873096,8.759789
23068,AYAPEL,CÓRDOBA,Municipio,-75.146048,8.313838
23079,BUENAVISTA,CÓRDOBA,Municipio,-75.480897,8.221187
23090,CANALETE,CÓRDOBA,Municipio,-76.241476,8.786939
23162,CERETÉ,CÓRDOBA,Municipio,-75.796093,8.888532
23168,CHIMÁ,CÓRDOBA,Municipio,-75.626886,9.149698
23182,CHINÚ,CÓRDOBA,Municipio,-75.399633,9.105473
23189,CIÉNAGA DE ORO,CÓRDOBA,Municipio,-75.620807,8.875794
23300,COTORRA,CÓRDOBA,Municipio,-75.799216,9.037163
23350,LA APARTADA,CÓRDOBA,Municipio,-75.336031,8.050125
23417,LORICA,CÓRDOBA,Municipio,-75.816084,9.240789
23419,LOS CÓRDOBAS,CÓRDOBA,Municipio,-76.35518,8.892098
23464,MOMIL,CÓRDOBA,Municipio,-75.67796,9.240707
23466,MONTELÍBANO,CÓRDOBA,Municipio,-75.416818,7.973777
23500,MOÑITOS,CÓRDOBA,Municipio,-76.1291,9.245223
23555,PLANETA RICA,CÓRDOBA,Municipio,-75.583241,8.4082
23570,PUEBLO NUEVO,CÓRDOBA,Municipio,-75.508035,8.504099
23574,PUERTO ESCONDIDO,CÓRDOBA,Municipio,-76.260411,9.005372
23580,PUERTO LIBERTADOR,CÓRDOBA,Municipio,-75.671761,7.888859
23586,PURÍSIMA DE LA CONCEPCIÓN,CÓRDOBA,Municipio,-75.724987,9.239295
23660,SAHAGÚN,CÓRDOBA,Municipio,-75.445834,8.943048
23670,SAN ANDRÉS DE SOTAVENTO,CÓRDOBA,Municipio,-75.50879,9.145448
23672,SAN ANTERO,CÓRDOBA,Municipio,-75.76112,9.376434
23675,SAN BERNARDO DEL VIENTO,CÓRDOBA,Municipio,-75.955107,9.35247
23678,SAN CARLOS,CÓRDOBA,Municipio,-75.698799,8.799282
23682,SAN JOSÉ DE URÉ,CÓRDOBA,Municipio,-75.533476,7.787303
23686,SAN PELAYO,CÓRDOBA,Municipio,-75.835615,8.958436
23807,TIERRALTA,CÓRDOBA,Municipio,-76.059797,8.170612
23815,TUCHÍN,CÓRDOBA,Municipio,-75.553962,9.186625
23855,VALENCIA,CÓRDOBA,Municipio,-76.150756,8.255016
25001,AGUA DE DIOS,CUNDINAMARCA,Municipio,-74.669221,4.375309
25019,ALBÁN,CUNDINAMARCA,Municipio,-74.438261,4.878022
25035,ANAPOIMA,CUNDINAMARCA,Municipio,-74.528676,4.562737
25040,ANOLAIMA,CUNDINAMARCA,Municipio,-74.46384,4.7617
25053,ARBELÁEZ,CUNDINAMARCA,Municipio,-74.414901,4.272534
25086,BELTRÁN,CUNDINAMARCA,Municipio,-74.741666,4.802832
25095,BITUIMA,CUNDINAMARCA,Municipio,-74.539609,4.872171
25099,BOJACÁ,CUNDINAMARCA,Municipio,-74.344594,4.737205
25120,CABRERA,CUNDINAMARCA,Municipio,-74.484549,3.985164
25123,CACHIPAY,CUNDINAMARCA,Municipio,-74.435711,4.730957
25126,CAJICÁ,CUNDINAMARCA,Municipio,-74.02298,4.920009
25148,CAPARRAPÍ,CUNDINAMARCA,Municipio,-74.491045,5.34758
25151,CÁQUEZA,CUNDINAMARCA,Municipio,-73.946473,4.404112
25154,CARMEN DE CARUPA,CUNDINAMARCA,Municipio,-73.901357,5.349119
25168,CHAGUANÍ,CUNDINAMARCA,Municipio,-74.593455,4.948916
25175,CHÍA,CUNDINAMARCA,Municipio,-74.05,4.866508
25178,CHIPAQUE,CUNDINAMARCA,Municipio,-74.044876,4.442671
25181,CHOACHÍ,CUNDINAMARCA,Municipio,-73.922894,4.527048
25183,CHOCONTÁ,CUNDINAMARCA,Municipio,-73.683533,5.145224
25200,COGUA,CUNDINAMARCA,Municipio,-73.978497,5.061842
25214,COTA,CUNDINAMARCA,Municipio,-74.102569,4.812564
25224,CUCUNUBÁ,CUNDINAMARCA,Municipio,-73.766113,5.249795
25245,EL COLEGIO,CUNDINAMARCA,Municipio,-74.442261,4.577951
25258,EL PEÑÓN,CUNDINAMARCA,Municipio,-74.290207,5.248747
25260,EL ROSAL,CUNDINAMARCA,Municipio,-74.263103,4.850589
25269,FACATATIVÁ,CUNDINAMARCA,Municipio,-74.350085,4.813353
25279,FÓMEQUE,CUNDINAMARCA,Municipio,-73.892523,4.485474
25281,FOSCA,CUNDINAMARCA,Municipio,-73.93902,4.339093
25286,FUNZA,CUNDINAMARCA,Municipio,-74.201528,4.710412
25288,FÚQUENE,CUNDINAMARCA,Municipio,-73.795855,5.403997
25290,FUSAGASUGÁ,CUNDINAMARCA,Municipio,-74.37543,4.336723
25293,GACHALÁ,CUNDINAMARCA,Municipio,-73.520161,4.693579
25295,GACHANCIPÁ,CUNDINAMARCA,Municipio,-73.873464,4.990947
25297,GACHETÁ,CUNDINAMARCA,Municipio,-73.636377,4.816411
25299,GAMA,CUNDINAMARCA,Municipio,-73.611037,4.763325
25307,GIRARDOT,CUNDINAMARCA,Municipio,-74.798201,4.313069
25312,GRANADA,CUNDINAMARCA,Municipio,-74.350766,4.519763
25317,GUACHETÁ,CUNDINAMARCA,Municipio,-73.686972,5.383378
25320,GUADUAS,CUNDINAMARCA,Municipio,-74.603402,5.072076
25322,GUASCA,CUNDINAMARCA,Municipio,-73.877143,4.866719
25324,GUATAQUÍ,CUNDINAMARCA,Municipio,-74.790058,4.517517
25326,GUATAVITA,CUNDINAMARCA,Municipio,-73.83293,4.935211
25328,GUAYABAL DE SÍQUIMA,CUNDINAMARCA,Municipio,-74.467437,4.877968
25335,GUAYABETAL,CUNDINAMARCA,Municipio,-73.815107,4.215306
25339,GUTIÉRREZ,CUNDINAMARCA,Municipio,-74.003042,4.254679
25368,JERUSALÉN,CUNDINAMARCA,Municipio,-74.695474,4.562273
25372,JUNÍN,CUNDINAMARCA,Municipio,-73.662961,4.79057
25377,LA CALERA,CUNDINAMARCA,Municipio,-73.968161,4.721104
25386,LA MESA,CUNDINAMARCA,Municipio,-74.461588,4.631028
25394,LA PALMA,CUNDINAMARCA,Municipio,-74.391022,5.358816
25398,LA PEÑA,CUNDINAMARCA,Municipio,-74.394105,5.198945
25402,LA VEGA,CUNDINAMARCA,Municipio,-74.336885,4.997768
25407,LENGUAZAQUE,CUNDINAMARCA,Municipio,-73.711512,5.306131
25426,MACHETÁ,CUNDINAMARCA,Municipio,-73.608226,5.08007
25430,MADRID,CUNDINAMARCA,Municipio,-74.265854,4.732791
25436,MANTA,CUNDINAMARCA,Municipio,-73.540444,5.009008
25438,MEDINA,CUNDINAMARCA,Municipio,-73.348449,4.506298
25473,MOSQUERA,CUNDINAMARCA,Municipio,-74.221154,4.70653
25483,NARIÑO,CUNDINAMARCA,Municipio,-74.824732,4.399837
25486,NEMOCÓN,CUNDINAMARCA,Municipio,-73.877888,5.068705
25488,NILO,CUNDINAMARCA,Municipio,-74.620009,4.305838
25489,NIMAIMA,CUNDINAMARCA,Municipio,-74.38604,5.125992
25491,NOCAIMA,CUNDINAMARCA,Municipio,-74.379093,5.069466
25506,VENECIA,CUNDINAMARCA,Municipio,-74.478301,4.089056
25513,PACHO,CUNDINAMARCA,Municipio,-74.156132,5.136907
25518,PAIME,CUNDINAMARCA,Municipio,-74.152213,5.370487
25524,PANDI,CUNDINAMARCA,Municipio,-74.486641,4.190393
25530,PARATEBUENO,CUNDINAMARCA,Municipio,-73.212825,4.374832
25535,PASCA,CUNDINAMARCA,Municipio,-74.302276,4.308979
25572,PUERTO SALGAR,CUNDINAMARCA,Municipio,-74.653695,5.465413
25580,PULÍ,CUNDINAMARCA,Municipio,-74.71438,4.682022
25592,QUEBRADANEGRA,CUNDINAMARCA,Municipio,-74.48014,5.118076
25594,QUETAME,CUNDINAMARCA,Municipio,-73.863214,4.329884
25596,QUIPILE,CUNDINAMARCA,Municipio,-74.533705,4.74481
25599,APULO,CUNDINAMARCA,Municipio,-74.593926,4.520304
25612,RICAURTE,CUNDINAMARCA,Municipio,-74.772861,4.282113
25645,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,Municipio,-74.351443,4.616138
25649,SAN BERNARDO,CUNDINAMARCA,Municipio,-74.42296,4.179433
25653,SAN CAYETANO,CUNDINAMARCA,Municipio,-74.024754,5.332938
25658,SAN FRANCISCO,CUNDINAMARCA,Municipio,-74.289672,4.972917
25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,Municipio,-74.621919,4.847575
25718,SASAIMA,CUNDINAMARCA,Municipio,-74.432628,4.962167
25736,SESQUILÉ,CUNDINAMARCA,Municipio,-73.796099,5.04476
25740,SIBATÉ,CUNDINAMARCA,Municipio,-74.257874,4.492625
25743,SILVANIA,CUNDINAMARCA,Municipio,-74.405534,4.381981
25745,SIMIJACA,CUNDINAMARCA,Municipio,-73.850703,5.505231
25754,SOACHA,CUNDINAMARCA,Municipio,-74.215463,4.579268
25758,SOPÓ,CUNDINAMARCA,Municipio,-73.943328,4.915395
25769,SUBACHOQUE,CUNDINAMARCA,Municipio,-74.172773,4.929118
25772,SUESCA,CUNDINAMARCA,Municipio,-73.798227,5.103495
25777,SUPATÁ,CUNDINAMARCA,Municipio,-74.235403,5.06162
25779,SUSA,CUNDINAMARCA,Municipio,-73.813938,5.455291
25781,SUTATAUSA,CUNDINAMARCA,Municipio,-73.853159,5.247482
25785,TABIO,CUNDINAMARCA,Municipio,-74.096461,4.916832
25793,TAUSA,CUNDINAMARCA,Municipio,-73.887813,5.196333
25797,TENA,CUNDINAMARCA,Municipio,-74.389193,4.655286
25799,TENJO,CUNDINAMARCA,Municipio,-74.143724,4.872014
25805,TIBACUY,CUNDINAMARCA,Municipio,-74.452662,4.348605
25807,TIBIRITA,CUNDINAMARCA,Municipio,-73.504514,5.052278
25815,TOCAIMA,CUNDINAMARCA,Municipio,-74.636296,4.459279
25817,TOCANCIPÁ,CUNDINAMARCA,Municipio,-73.91207,4.964641
25823,TOPAIPÍ,CUNDINAMARCA,Municipio,-74.300626,5.336224
25839,UBALÁ,CUNDINAMARCA,Municipio,-73.531489,4.74762
25841,UBAQUE,CUNDINAMARCA,Municipio,-73.933477,4.483788
25843,VILLA DE SAN DIEGO DE UBATÉ,CUNDINAMARCA,Municipio,-73.814367,5.307463
25845,UNE,CUNDINAMARCA,Municipio,-74.025183,4.40245
25851,ÚTICA,CUNDINAMARCA,Municipio,-74.483154,5.19055
25862,VERGARA,CUNDINAMARCA,Municipio,-74.346163,5.117258
25867,VIANÍ,CUNDINAMARCA,Municipio,-74.56132,4.875208
25871,VILLAGÓMEZ,CUNDINAMARCA,Municipio,-74.195145,5.273024
25873,VILLAPINZÓN,CUNDINAMARCA,Municipio,-73.595704,5.216393
25875,VILLETA,CUNDINAMARCA,Municipio,-74.469686,5.012754
25878,VIOTÁ,CUNDINAMARCA,Municipio,-74.523131,4.43935
25885,YACOPÍ,CUNDINAMARCA,Municipio,-74.33806,5.459272
25898,ZIPACÓN,CUNDINAMARCA,Municipio,-74.379566,4.759932
25899,ZIPAQUIRÁ,CUNDINAMARCA,Municipio,-73.994444,5.025477
27001,QUIBDÓ,CHOCÓ,Municipio,-76.638144,5.682166
27006,ACANDÍ,CHOCÓ,Municipio,-77.279951,8.512178
27025,ALTO BAUDÓ,CHOCÓ,Municipio,-76.974373,5.516221
27050,ATRATO,CHOCÓ,Municipio,-76.635674,5.531419
27073,BAGADÓ,CHOCÓ,Municipio,-76.416063,5.409681
27075,BAHÍA SOLANO,CHOCÓ,Municipio,-77.401359,6.222807
27077,BAJO BAUDÓ,CHOCÓ,Municipio,-77.365717,4.954576
27099,BOJAYÁ,CHOCÓ,Municipio,-76.886773,6.559708
27135,EL CANTÓN DEL SAN PABLO,CHOCÓ,Municipio,-76.726844,5.335321
27150,CARMEN DEL DARIÉN,CHOCÓ,Municipio,-76.970798,7.158294
27160,CÉRTEGUI,CHOCÓ,Municipio,-76.607619,5.371373
27205,CONDOTO,CHOCÓ,Municipio,-76.650683,5.091003
27245,EL CARMEN DE ATRATO,CHOCÓ,Municipio,-76.142112,5.899789
27250,EL LITORAL DEL SAN JUAN,CHOCÓ,Municipio,-77.363702,4.259564
27361,ISTMINA,CHOCÓ,Municipio,-76.68518,5.153946
27372,JURADÓ,CHOCÓ,Municipio,-77.762751,7.103619
27413,LLORÓ,CHOCÓ,Municipio,-76.545147,5.49789
27425,MEDIO ATRATO,CHOCÓ,Municipio,-76.783042,5.994935
27430,MEDIO BAUDÓ,CHOCÓ,Municipio,-76.950891,5.192471
27450,MEDIO SAN JUAN,CHOCÓ,Municipio,-76.694409,5.098291
27491,NÓVITA,CHOCÓ,Municipio,-76.609467,4.956063
27493,NUEVO BELÉN DE BAJIRÁ,CHOCÓ,Municipio,-76.71727,7.3719
27495,NUQUÍ,CHOCÓ,Municipio,-77.265507,5.709812
27580,RÍO IRÓ,CHOCÓ,Municipio,-76.472925,5.1863
27600,RÍO QUITO,CHOCÓ,Municipio,-76.740684,5.483667
27615,RIOSUCIO,CHOCÓ,Municipio,-77.113156,7.436704
27660,SAN JOSÉ DEL PALMAR,CHOCÓ,Municipio,-76.234227,4.896954
27745,SIPÍ,CHOCÓ,Municipio,-76.643453,4.65262
27787,TADÓ,CHOCÓ,Municipio,-76.558571,5.264873
27800,UNGUÍA,CHOCÓ,Municipio,-77.092538,8.04406
27810,UNIÓN PANAMERICANA,CHOCÓ,Municipio,-76.630143,5.281108
41001,NEIVA,HUILA,Municipio,-75.277327,2.935432
41006,ACEVEDO,HUILA,Municipio,-75.888706,1.805173
41013,AGRADO,HUILA,Municipio,-75.772022,2.25987
41016,AIPE,HUILA,Municipio,-75.239017,3.223996
41020,ALGECIRAS,HUILA,Municipio,-75.315389,2.521674
41026,ALTAMIRA,HUILA,Municipio,-75.788471,2.063841
41078,BARAYA,HUILA,Municipio,-75.054843,3.152204
41132,CAMPOALEGRE,HUILA,Municipio,-75.325748,2.686767
41206,COLOMBIA,HUILA,Municipio,-74.802815,3.376745
41244,ELÍAS,HUILA,Municipio,-75.938301,2.012854
41298,GARZÓN,HUILA,Municipio,-75.627057,2.196493
41306,GIGANTE,HUILA,Municipio,-75.547681,2.384031
41319,GUADALUPE,HUILA,Municipio,-75.757185,2.02426
41349,HOBO,HUILA,Municipio,-75.447697,2.580812
41357,ÍQUIRA,HUILA,Municipio,-75.634497,2.649359
41359,ISNOS,HUILA,Municipio,-76.217637,1.929467
41378,LA ARGENTINA,HUILA,Municipio,-75.979763,2.198496
41396,LA PLATA,HUILA,Municipio,-75.891254,2.389263
41483,NÁTAGA,HUILA,Municipio,-75.808756,2.5451
41503,OPORAPA,HUILA,Municipio,-75.995165,2.025088
41518,PAICOL,HUILA,Municipio,-75.773158,2.449651
41524,PALERMO,HUILA,Municipio,-75.435296,2.889649
41530,PALESTINA,HUILA,Municipio,-76.133251,1.723725
41548,PITAL,HUILA,Municipio,-75.804544,2.266618
41551,PITALITO,HUILA,Municipio,-76.049441,1.852631
41615,RIVERA,HUILA,Municipio,-75.258753,2.777586
41660,SALADOBLANCO,HUILA,Municipio,-76.044747,1.9934
41668,SAN AGUSTÍN,HUILA,Municipio,-76.27036,1.881081
41676,SANTA MARÍA,HUILA,Municipio,-75.586223,2.939603
41770,SUAZA,HUILA,Municipio,-75.79525,1.976051
41791,TARQUI,HUILA,Municipio,-75.823976,2.111325
41797,TESALIA,HUILA,Municipio,-75.730271,2.486364
41799,TELLO,HUILA,Municipio,-75.138773,3.067538
41801,TERUEL,HUILA,Municipio,-75.567034,2.740968
41807,TIMANÁ,HUILA,Municipio,-75.932167,1.974539
41872,VILLAVIEJA,HUILA,Municipio,-75.217174,3.218822
41885,YAGUARÁ,HUILA,Municipio,-75.518023,2.664694
44001,RIOHACHA,LA GUAJIRA,Municipio,-72.911795,11.528588
44035,ALBANIA,LA GUAJIRA,Municipio,-72.61232,11.151628
44078,BARRANCAS,LA GUAJIRA,Municipio,-72.793639,10.958669
44090,DIBULLA,LA GUAJIRA,Municipio,-73.307598,11.27155
44098,DISTRACCIÓN,LA GUAJIRA,Municipio,-72.887405,10.898414
44110,EL MOLINO,LA GUAJIRA,Municipio,-72.92673,10.653505
44279,FONSECA,LA GUAJIRA,Municipio,-72.846319,10.886734
44378,HATONUEVO,LA GUAJIRA,Municipio,-72.75904,11.068864
44420,LA JAGUA DEL PILAR,LA GUAJIRA,Municipio,-73.072638,10.511862
44430,MAICAO,LA GUAJIRA,Municipio,-72.242738,11.378535
44560,MANAURE,LA GUAJIRA,Municipio,-72.438739,11.773767
44650,SAN JUAN DEL CESAR,LA GUAJIRA,Municipio,-73.000629,10.769546
44847,URIBIA,LA GUAJIRA,Municipio,-72.265906,11.711904
44855,URUMITA,LA GUAJIRA,Municipio,-73.012507,10.560169
44874,VILLANUEVA,LA GUAJIRA,Municipio,-72.977583,10.608774
47001,SANTA MARTA,MAGDALENA,Municipio,-74.199829,11.204679
47030,ALGARROBO,MAGDALENA,Municipio,-74.061132,10.188059
47053,ARACATACA,MAGDALENA,Municipio,-74.186702,10.589791
47058,ARIGUANÍ,MAGDALENA,Municipio,-74.236515,9.847047
47161,CERRO DE SAN ANTONIO,MAGDALENA,Municipio,-74.868474,10.325531
47170,CHIVOLO,MAGDALENA,Municipio,-74.622242,10.026631
47189,CIÉNAGA,MAGDALENA,Municipio,-74.241286,11.006654
47205,CONCORDIA,MAGDALENA,Municipio,-74.83303,10.257314
47245,EL BANCO,MAGDALENA,Municipio,-73.97437,9.008503
47258,EL PIÑÓN,MAGDALENA,Municipio,-74.823094,10.402781
47268,EL RETÉN,MAGDALENA,Municipio,-74.268444,10.610488
47288,FUNDACIÓN,MAGDALENA,Municipio,-74.191453,10.514146
47318,GUAMAL,MAGDALENA,Municipio,-74.223689,9.144354
47460,NUEVA GRANADA,MAGDALENA,Municipio,-74.391841,9.80186
47541,PEDRAZA,MAGDALENA,Municipio,-74.9154,10.18825
47545,PIJIÑO DEL CARMEN,MAGDALENA,Municipio,-74.459034,9.331922
47551,PIVIJAY,MAGDALENA,Municipio,-74.613312,10.460707
47555,PLATO,MAGDALENA,Municipio,-74.784549,9.796713
47570,PUEBLOVIEJO,MAGDALENA,Municipio,-74.28253,10.994766
47605,REMOLINO,MAGDALENA,Municipio,-74.716172,10.701952
47660,SABANAS DE SAN ÁNGEL,MAGDALENA,Municipio,-74.213946,10.032536
47675,SALAMINA,MAGDALENA,Municipio,-74.794189,10.491229
47692,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA,Municipio,-74.351498,9.241656
47703,SAN ZENÓN,MAGDALENA,Municipio,-74.498992,9.245061
47707,SANTA ANA,MAGDALENA,Municipio,-74.566845,9.324294
47720,SANTA BÁRBARA DE PINTO,MAGDALENA,Municipio,-74.704667,9.432263
47745,SITIONUEVO,MAGDALENA,Municipio,-74.720021,10.775285
47798,TENERIFE,MAGDALENA,Municipio,-74.859783,9.898273
47960,ZAPAYÁN,MAGDALENA,Municipio,-74.716878,10.168297
47980,ZONA BANANERA,MAGDALENA,Municipio,-74.140091,10.763024
50001,VILLAVICENCIO,META,Municipio,-73.622601,4.126369
50006,ACACÍAS,META,Municipio,-73.766034,3.990413
50110,BARRANCA DE UPÍA,META,Municipio,-72.961083,4.566225
50124,CABUYARO,META,Municipio,-72.791768,4.286705
50150,CASTILLA LA NUEVA,META,Municipio,-73.687302,3.830005
50223,CUBARRAL,META,Municipio,-73.837999,3.793653
50226,CUMARAL,META,Municipio,-73.487052,4.270042
50245,EL CALVARIO,META,Municipio,-73.713325,4.352665
50251,EL CASTILLO,META,Municipio,-73.794225,3.563907
50270,EL DORADO,META,Municipio,-73.835264,3.739984
50287,FUENTE DE ORO,META,Municipio,-73.618121,3.462875
50313,GRANADA,META,Municipio,-73.705815,3.547147
50318,GUAMAL,META,Municipio,-73.768815,3.879657
50325,MAPIRIPÁN,META,Municipio,-72.135509,2.896617
50330,MESETAS,META,Municipio,-74.044328,3.382732
50350,LA MACARENA,META,Municipio,-73.78661,2.177143
50370,URIBE,META,Municipio,-74.351508,3.239634
50400,LEJANÍAS,META,Municipio,-74.023514,3.525115
50450,PUERTO CONCORDIA,META,Municipio,-72.760209,2.624006
50568,PUERTO GAITÁN,META,Municipio,-72.087649,4.314905
50573,PUERTO LÓPEZ,META,Municipio,-72.957324,4.09349
50577,PUERTO LLERAS,META,Municipio,-73.37385,3.272117
50590,PUERTO RICO,META,Municipio,-73.206314,2.939621
50606,RESTREPO,META,Municipio,-73.565408,4.259556
50680,SAN CARLOS DE GUAROA,META,Municipio,-73.242253,3.71065
50683,SAN JUAN DE ARAMA,META,Municipio,-73.875832,3.373728
50686,SAN JUANITO,META,Municipio,-73.676699,4.458181
50689,SAN MARTÍN,META,Municipio,-73.695812,3.701899
50711,VISTAHERMOSA,META,Municipio,-73.750966,3.125579
52001,PASTO,NARIÑO,Municipio,-77.278795,1.212352
52019,ALBÁN,NARIÑO,Municipio,-77.080712,1.474978
52022,ALDANA,NARIÑO,Municipio,-77.700564,0.882381
52036,ANCUYA,NARIÑO,Municipio,-77.514512,1.263276
52051,ARBOLEDA,NARIÑO,Municipio,-77.135467,1.503418
52079,BARBACOAS,NARIÑO,Municipio,-78.13765,1.671733
52083,BELÉN,NARIÑO,Municipio,-77.015619,1.595681
52110,BUESACO,NARIÑO,Municipio,-77.156463,1.381453
52203,COLÓN,NARIÑO,Municipio,-77.019777,1.643878
52207,CONSACÁ,NARIÑO,Municipio,-77.466136,1.207854
52210,CONTADERO,NARIÑO,Municipio,-77.549409,0.910458
52215,CÓRDOBA,NARIÑO,Municipio,-77.517897,0.854564
52224,CUASPUD CARLOSAMA,NARIÑO,Municipio,-77.728947,0.862978
52227,CUMBAL,NARIÑO,Municipio,-77.792505,0.906367
52233,CUMBITARA,NARIÑO,Municipio,-77.578616,1.647163
52240,CHACHAGÜÍ,NARIÑO,Municipio,-77.281869,1.360545
52250,EL CHARCO,NARIÑO,Municipio,-78.110217,2.479688
52254,EL PEÑOL,NARIÑO,Municipio,-77.438522,1.453567
52256,EL ROSARIO,NARIÑO,Municipio,-77.33417,1.745309
52258,EL TABLÓN DE GÓMEZ,NARIÑO,Municipio,-77.097101,1.427277
52260,EL TAMBO,NARIÑO,Municipio,-77.390772,1.407913
52287,FUNES,NARIÑO,Municipio,-77.448913,1.001159
52317,GUACHUCAL,NARIÑO,Municipio,-77.731589,0.959744
52320,GUAITARILLA,NARIÑO,Municipio,-77.549824,1.129574
52323,GUALMATÁN,NARIÑO,Municipio,-77.568701,0.919652
52352,ILES,NARIÑO,Municipio,-77.521227,0.96952
52354,IMUÉS,NARIÑO,Municipio,-77.496339,1.05506
52356,IPIALES,NARIÑO,Municipio,-77.646367,0.827732
52378,LA CRUZ,NARIÑO,Municipio,-76.970504,1.601318
52381,LA FLORIDA,NARIÑO,Municipio,-77.402882,1.29753
52385,LA LLANADA,NARIÑO,Municipio,-77.58091,1.472892
52390,LA TOLA,NARIÑO,Municipio,-78.189725,2.398999
52399,LA UNIÓN,NARIÑO,Municipio,-77.131316,1.600219
52405,LEIVA,NARIÑO,Municipio,-77.306135,1.934453
52411,LINARES,NARIÑO,Municipio,-77.523953,1.350814
52418,LOS ANDES,NARIÑO,Municipio,-77.521303,1.494587
52427,MAGÜÍ,NARIÑO,Municipio,-78.182924,1.765633
52435,MALLAMA,NARIÑO,Municipio,-77.864549,1.141037
52473,MOSQUERA,NARIÑO,Municipio,-78.452992,2.507139
52480,NARIÑO,NARIÑO,Municipio,-77.357972,1.288979
52490,OLAYA HERRERA,NARIÑO,Municipio,-78.325814,2.347457
52506,OSPINA,NARIÑO,Municipio,-77.566082,1.058433
52520,FRANCISCO PIZARRO,NARIÑO,Municipio,-78.658361,2.040629
52540,POLICARPA,NARIÑO,Municipio,-77.458686,1.627196
52560,POTOSÍ,NARIÑO,Municipio,-77.573003,0.806639
52565,PROVIDENCIA,NARIÑO,Municipio,-77.596794,1.237814
52573,PUERRES,NARIÑO,Municipio,-77.504211,0.885125
52585,PUPIALES,NARIÑO,Municipio,-77.636042,0.870442
52612,RICAURTE,NARIÑO,Municipio,-77.995153,1.212492
52621,ROBERTO PAYÁN,NARIÑO,Municipio,-78.245716,1.697492
52678,SAMANIEGO,NARIÑO,Municipio,-77.594341,1.335438
52683,SANDONÁ,NARIÑO,Municipio,-77.47313,1.283438
52685,SAN BERNARDO,NARIÑO,Municipio,-77.0475,1.513762
52687,SAN LORENZO,NARIÑO,Municipio,-77.21542,1.503362
